Id,LotFrontage,LotArea,Street,Alley,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageArea,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1525,119,10895,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,Gable,CompShg,MetalSd,0,TA,Gd,CBlock,TA,TA,972,GasA,972,0,0,972,1,3,1,TA,5,Typ,0,Attchd,305,TA,Y,0,NA,GdWo,NA,0,6,2010,WD,Normal,
1526,70,13587,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,2fmCon,1Story,5,5,1958,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,988,GasA,988,0,0,988,1,2,1,TA,5,Typ,0,Attchd,264,TA,Y,0,NA,NA,NA,0,4,2010,WD,Abnorml,
1527,65,7898,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,4,7,1920,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,TA,TA,576,GasA,985,0,0,985,1,2,1,TA,4,Typ,0,Detchd,676,TA,N,0,NA,NA,NA,0,4,2010,WD,Normal,
1528,60,8064,Pave,NA,AllPub,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,Gable,CompShg,WdShing,0,TA,TA,CBlock,TA,TA,816,GasA,816,408,0,1224,1,3,1,TA,5,Typ,0,Detchd,280,TA,Y,0,NA,GdWo,NA,0,5,2010,WD,Normal,
1529,81,7635,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,Gable,CompShg,BrkFace,0,TA,TA,CBlock,TA,TA,1175,GasA,1175,0,0,1175,1,3,1,TA,6,Typ,0,Detchd,484,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1530,80,9760,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,Hip,CompShg,Wd Sdng,218,TA,TA,CBlock,TA,TA,1395,GasA,1395,0,0,1395,1,2,1,TA,7,Min1,1,Attchd,440,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1531,60,4800,Pave,NA,AllPub,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1900,Hip,CompShg,Wd Sdng,771,TA,TA,PConc,TA,TA,709,GasA,1157,687,0,1844,1,3,1,TA,9,Min2,2,Basment,240,TA,Y,0,NA,NA,NA,0,1,2010,COD,Abnorml,
1532,56,4485,Pave,Grvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1Story,5,7,1920,Gable,CompShg,Wd Sdng,0,TA,TA,PConc,TA,TA,936,GasA,936,0,0,936,1,2,1,TA,5,Typ,1,NA,0,NA,P,0,NA,MnPrv,NA,0,5,2010,WD,Normal,
1533,69,5805,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,7,1957,Hip,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,1347,GasA,1347,0,0,1347,1,3,1,Gd,6,Typ,0,Detchd,551,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1534,50,6900,Pave,NA,AllPub,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1938,Gable,CompShg,MetalSd,0,TA,TA,PConc,Gd,TA,827,GasA,827,424,0,1251,1,3,1,Fa,6,Typ,0,Detchd,240,TA,N,0,NA,NA,NA,0,1,2010,WD,Normal,
1535,69,11851,Pave,NA,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,Gable,CompShg,VinylSd,0,TA,Gd,BrkTil,TA,TA,1027,GasA,1027,606,0,1633,1,3,1,Gd,7,Typ,1,Detchd,240,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1536,NA,8239,Pave,NA,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1920,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,TA,TA,1008,GasA,1060,185,0,1245,1,3,1,TA,6,Typ,0,Detchd,315,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,
1537,68,9656,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,2,2,1923,Gable,CompShg,AsbShng,0,TA,Fa,BrkTil,Fa,Fa,678,GasA,832,0,0,832,1,2,1,TA,5,Typ,1,Detchd,780,Fa,N,0,NA,NA,NA,0,6,2010,WD,Abnorml,
1538,60,9600,Pave,Grvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,2Story,8,9,1900,Gable,CompShg,Wd Sdng,0,Gd,Gd,BrkTil,TA,TA,930,GasW,930,636,0,1566,2,3,1,Gd,7,Typ,0,Detchd,288,TA,Y,0,NA,NA,NA,0,4,2010,WD,Abnorml,
1539,50,9000,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,8,9,1890,Gable,CompShg,Wd Sdng,0,Gd,Gd,Stone,Fa,Fa,346,GasA,1157,1111,0,2268,3,3,1,Gd,7,Typ,0,Detchd,624,TA,N,0,NA,NA,NA,0,4,2010,WD,Normal,
1540,100,9045,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910,Gable,CompShg,MetalSd,0,TA,Fa,BrkTil,TA,TA,840,Grav,1128,1128,0,2256,2,4,2,Fa,12,Typ,0,NA,0,NA,N,0,NA,NA,NA,0,6,2010,WD,Abnorml,
1541,60,10560,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,Fa,TA,738,GasA,868,602,0,1470,1,2,1,TA,6,Min1,0,Detchd,624,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1542,53,5830,Pave,NA,AllPub,Corner,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,6,1950,Gable,CompShg,MetalSd,0,TA,Gd,CBlock,TA,TA,988,GasA,1030,582,0,1612,1,3,1,TA,7,Typ,0,Detchd,363,TA,Y,0,NA,MnPrv,NA,0,3,2010,WD,Normal,
1543,NA,7793,Pave,NA,AllPub,Corner,BrkSide,Norm,Norm,1Fam,2.5Unf,7,7,1922,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,Gd,TA,1108,GasA,1160,908,0,2068,1,3,1,Gd,8,Typ,1,Detchd,315,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1544,50,5000,Pave,NA,AllPub,Inside,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,TA,TA,765,GasA,765,0,0,765,1,2,1,Gd,4,Typ,0,Detchd,200,TA,P,0,NA,MnPrv,NA,0,4,2010,WD,Normal,
1545,50,6000,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1939,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,TA,Gd,608,GasA,608,524,0,1132,1,2,1,TA,5,Typ,0,Detchd,240,TA,Y,0,NA,MnPrv,NA,0,4,2010,WD,Abnorml,
1546,50,6000,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,Gable,CompShg,MetalSd,0,TA,Gd,CBlock,TA,TA,572,GasA,848,348,0,1196,1,3,1,TA,6,Typ,2,Detchd,576,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,
1547,53,6360,Pave,NA,AllPub,Corner,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,Gable,CompShg,MetalSd,300,TA,TA,CBlock,TA,TA,835,GasA,955,498,0,1453,1,3,1,Gd,7,Min2,2,Detchd,240,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,
1548,50,6000,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,780,GasA,780,636,0,1416,1,3,1,TA,6,Typ,0,Detchd,312,TA,P,0,NA,NA,NA,0,3,2010,WD,Normal,
1549,52,6240,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,Fa,528,GasA,548,492,0,1040,1,2,1,TA,5,Typ,0,Detchd,624,TA,P,0,NA,NA,NA,0,5,2010,WD,Normal,
1550,52,6240,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,TA,TA,928,GasA,928,608,0,1536,2,4,1,TA,7,Typ,1,Detchd,480,TA,Y,0,NA,MnPrv,NA,0,3,2010,WD,Normal,
1551,51,6120,Pave,NA,AllPub,Inside,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,Fa,Fa,1124,GasA,1068,0,0,1068,1,2,1,TA,5,Typ,1,Detchd,288,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,
1552,57,8094,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,Gable,CompShg,MetalSd,0,TA,Fa,CBlock,TA,TA,888,GasA,888,1074,0,1962,1,4,1,TA,9,Typ,1,Detchd,572,TA,Y,0,NA,GdPrv,NA,0,6,2010,WD,Normal,
1553,60,12900,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,6,8,1912,Gable,CompShg,Wd Sdng,0,Gd,Gd,PConc,TA,TA,780,GasA,780,780,0,1560,1,3,1,Gd,7,Typ,0,NA,0,NA,N,0,NA,NA,NA,0,5,2010,WD,Normal,
1554,52,3068,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,6,8,1920,Gable,CompShg,VinylSd,0,TA,Gd,BrkTil,TA,TA,662,GasA,662,662,0,1324,1,3,1,TA,6,Typ,0,Detchd,180,TA,Y,0,NA,GdPrv,NA,0,2,2010,WD,Normal,
1555,100,15263,Pave,NA,AllPub,Inside,ClearCr,Feedr,Norm,1Fam,1Story,5,5,1959,Gable,CompShg,HdBoard,90,TA,TA,CBlock,Gd,TA,1422,GasA,1675,0,0,1675,2,3,1,TA,8,Typ,2,Attchd,365,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1556,72,10632,Pave,NA,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,5,3,1917,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,Gd,Fa,689,GasA,725,499,0,1224,1,3,1,NA,6,Mod,0,Detchd,180,Fa,N,0,NA,NA,NA,0,1,2010,COD,Normal,
1557,60,9900,Pave,NA,AllPub,Inside,SWISU,Norm,Norm,2fmCon,1.5Fin,5,4,1915,Gable,CompShg,Wd Sdng,0,Fa,Fa,BrkTil,TA,TA,1212,GasA,1212,180,0,1392,1,3,1,TA,6,Typ,0,NA,0,NA,N,0,NA,NA,NA,0,2,2010,ConLD,Normal,
1558,65,6001,Pave,NA,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,Gable,CompShg,VinylSd,0,TA,TA,CBlock,Fa,TA,600,GasA,600,319,0,919,1,3,1,TA,5,Typ,0,Detchd,231,TA,Y,0,NA,MnPrv,NA,0,3,2010,WD,Normal,
1559,NA,6449,Pave,NA,AllPub,Inside,SWISU,Norm,Norm,1Fam,2Story,4,1,1907,Gambrel,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,707,GasW,942,942,0,1884,1,4,1,TA,7,Typ,0,NA,0,NA,N,0,NA,NA,NA,0,3,2010,WD,Abnorml,
1560,60,6048,Pave,NA,AllPub,Corner,SWISU,Artery,Norm,2fmCon,1.5Fin,5,7,1910,Gable,CompShg,Wd Sdng,0,TA,Gd,BrkTil,TA,TA,856,GasA,936,744,0,1680,2,2,2,TA,7,Typ,1,Detchd,450,Fa,P,0,NA,NA,NA,0,6,2010,COD,Normal,
1561,72,10773,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,Duplex,1Story,4,3,1967,Gable,Tar&Grv,Plywood,72,Fa,Fa,CBlock,TA,TA,1832,GasA,1832,0,0,1832,2,4,2,TA,8,Typ,0,NA,0,NA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1562,65,7800,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,Hip,CompShg,HdBoard,47,TA,TA,CBlock,TA,TA,864,GasA,892,0,0,892,1,3,1,Gd,5,Typ,0,Detchd,416,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1563,65,7832,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,Hip,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,864,GasA,864,0,0,864,1,2,1,TA,4,Typ,0,Detchd,280,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1564,NA,7424,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,Gable,CompShg,Plywood,0,TA,TA,CBlock,Gd,TA,1319,GasA,1373,0,0,1373,1,3,1,TA,5,Typ,2,Attchd,591,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1565,86,11227,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,2Story,5,5,1968,Gable,CompShg,HdBoard,0,TA,Gd,CBlock,TA,Gd,720,GasA,720,720,0,1440,1,4,1,TA,7,Typ,2,Attchd,480,TA,Y,0,NA,MnPrv,NA,0,3,2010,WD,Normal,
1566,NA,20062,Pave,NA,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,Hip,CompShg,Wd Sdng,0,Gd,Gd,CBlock,Gd,TA,1420,GasA,1483,0,0,1483,1,1,1,TA,4,Typ,2,Attchd,690,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1567,94,9259,Pave,NA,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,Fa,TA,660,GasA,756,0,0,756,1,2,1,TA,4,Typ,0,Detchd,440,TA,N,0,NA,NA,NA,0,6,2010,WD,Normal,
1568,NA,17082,Pave,NA,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,Gable,CompShg,VinylSd,288,TA,TA,PConc,Gd,TA,1117,GasA,1117,864,0,1981,2,4,1,Gd,8,Typ,1,Attchd,522,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1569,124,18600,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,3,4,1938,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,972,GasA,1052,558,0,1610,2,4,1,Fa,8,Typ,1,Attchd,480,TA,Y,0,NA,NA,Shed,450,6,2010,WD,Normal,
1570,65,11479,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,663,GasA,1074,0,0,1074,1,3,1,Gd,6,Typ,1,Attchd,467,TA,Y,0,NA,MnPrv,NA,0,6,2010,WD,Normal,
1571,50,9350,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1947,Gable,CompShg,WdShing,0,TA,TA,CBlock,TA,Fa,756,GasA,1169,0,362,1531,1,3,1,TA,8,Typ,1,Detchd,209,TA,Y,0,NA,MnPrv,NA,0,6,2010,WD,Normal,
1572,75,9525,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,WdShing,0,TA,TA,CBlock,TA,TA,1172,GasA,1172,0,0,1172,1,3,1,TA,5,Typ,0,Attchd,366,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1573,44,17485,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,96,Gd,TA,PConc,Gd,TA,1508,GasA,1508,0,0,1508,1,1,1,Gd,5,Typ,2,Attchd,572,TA,Y,0,NA,NA,NA,0,1,2010,Con,Partial,
1574,NA,11200,Pave,NA,AllPub,CulDSac,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,Gable,CompShg,Wd Sdng,0,TA,Fa,CBlock,TA,TA,1250,GasA,1298,0,0,1298,2,3,1,TA,5,Typ,0,Detchd,504,Fa,N,0,NA,NA,NA,0,6,2010,COD,Normal,
1575,83,11980,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,Gable,CompShg,Plywood,177,Gd,TA,CBlock,Gd,TA,1433,GasA,1433,0,0,1433,1,1,1,Gd,4,Typ,2,Attchd,528,Gd,Y,0,NA,MnPrv,NA,0,6,2010,WD,Normal,
1576,87,12361,Pave,NA,AllPub,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,Gable,CompShg,VinylSd,85,Gd,Gd,PConc,Gd,TA,946,GasA,964,838,0,1802,2,3,1,Gd,8,Typ,1,2Types,1017,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1577,64,7360,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,Gable,CompShg,VinylSd,80,Gd,TA,PConc,Gd,TA,1222,GasA,1222,0,0,1222,2,2,1,Gd,6,Typ,0,Attchd,615,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,
1578,82,14235,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,Gable,CompShg,Wd Sdng,0,TA,TA,PConc,Fa,Gd,676,GasA,831,614,0,1445,2,3,1,TA,6,Typ,0,Detchd,484,TA,N,0,NA,NA,NA,0,3,2010,WD,Normal,
1579,82,11105,Pave,NA,AllPub,Corner,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,Gable,CompShg,VinylSd,0,TA,Gd,PConc,Gd,Fa,870,GasA,965,0,0,965,1,2,1,TA,4,Typ,0,Attchd,580,TA,Y,0,NA,GdPrv,NA,0,7,2010,WD,Normal,
1580,NA,9337,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,878,GasA,892,800,0,1692,2,3,1,TA,8,Typ,1,Attchd,513,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1581,38,15240,Pave,NA,AllPub,FR2,CollgCr,Norm,Norm,1Fam,1Story,5,8,1977,Gable,CompShg,CemntBd,0,Gd,Gd,CBlock,Gd,TA,1026,GasA,1026,0,0,1026,1,3,1,TA,5,Typ,0,Attchd,308,TA,Y,0,NA,MnPrv,NA,0,6,2010,WD,Normal,
1582,68,7480,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,876,GasA,876,0,0,876,1,3,1,TA,5,Typ,0,Detchd,484,TA,Y,0,NA,MnPrv,NA,0,6,2010,WD,Normal,
1583,80,10389,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,Hip,CompShg,CemntBd,320,Gd,TA,PConc,Gd,TA,1978,GasA,1978,0,0,1978,2,3,1,Gd,8,Typ,1,Attchd,850,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1584,75,9375,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1040,GasA,1044,1054,0,2098,2,4,1,Gd,9,Typ,1,Attchd,621,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1585,NA,4435,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,Gable,CompShg,VinylSd,170,Gd,TA,PConc,Gd,TA,848,GasA,848,0,0,848,1,1,1,Gd,4,Typ,0,Attchd,420,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1586,67,8777,Pave,NA,AllPub,Inside,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,Gable,CompShg,VinylSd,0,TA,Gd,CBlock,NA,NA,0,GasA,640,0,0,640,1,2,1,TA,5,Min1,0,Detchd,240,TA,N,0,NA,NA,NA,0,4,2010,ConLD,Normal,
1587,68,8842,Pave,NA,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,Gable,CompShg,VinylSd,0,TA,Gd,CBlock,Fa,TA,381,GasA,992,0,0,992,1,3,1,TA,6,Typ,0,Detchd,319,TA,Y,0,NA,MnPrv,NA,0,1,2010,Oth,Abnorml,
1588,60,10044,Pave,NA,AllPub,CulDSac,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,MetalSd,0,TA,TA,CBlock,Gd,TA,1196,GasA,1196,0,0,1196,1,3,1,TA,6,Typ,0,Attchd,336,TA,Y,0,NA,MnPrv,NA,0,6,2010,WD,Normal,
1589,89,11792,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1948,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,744,GasA,792,328,0,1120,1,2,1,Fa,5,Typ,0,Detchd,480,Fa,P,0,NA,NA,NA,0,6,2010,WD,Abnorml,
1590,65,6305,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,SLvl,6,6,1975,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,1008,GasA,1096,0,0,1096,1,3,1,TA,5,Typ,1,Detchd,352,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1591,64,6410,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,Hip,CompShg,WdShing,0,TA,TA,CBlock,TA,TA,960,GasA,960,0,0,960,1,3,1,TA,5,Typ,0,NA,0,NA,Y,0,NA,MnPrv,NA,0,5,2010,WD,Normal,
1592,67,4853,Pave,NA,AllPub,Inside,SWISU,Artery,Norm,1Fam,1Story,5,6,1924,Gable,CompShg,MetalSd,203,TA,TA,BrkTil,TA,TA,1107,GasA,1296,0,0,1296,2,2,1,Fa,5,Typ,1,Detchd,260,TA,Y,0,NA,MnPrv,NA,0,5,2010,WD,Normal,
1593,NA,7890,Pave,NA,AllPub,Corner,SWISU,Norm,Norm,1Fam,1Story,6,6,1939,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,856,GasA,856,0,0,856,1,2,1,TA,4,Typ,1,Detchd,399,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,
1594,60,7200,Pave,Pave,AllPub,Inside,SWISU,Norm,Norm,Duplex,2Story,4,6,1967,Flat,Tar&Grv,Plywood,0,TA,TA,Slab,NA,NA,0,GasA,862,1788,0,2650,3,6,2,TA,10,Min2,0,NA,0,NA,Y,0,NA,NA,Shed,500,2,2010,WD,Normal,
1595,51,9839,Pave,NA,AllPub,Inside,SWISU,Feedr,Norm,1Fam,1.5Fin,5,2,1931,Gable,CompShg,VinylSd,0,TA,TA,PConc,TA,Fa,894,GasA,894,772,0,1666,1,3,1,TA,7,Typ,1,NA,0,NA,N,0,NA,NA,NA,0,5,2010,WD,Normal,
1596,78,10452,Pave,NA,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,7,6,1941,Gable,CompShg,Wd Sdng,371,Gd,Gd,BrkTil,Gd,TA,1528,GasA,1225,908,0,2133,1,4,1,TA,8,Typ,2,Attchd,312,TA,Y,0,NA,NA,NA,0,7,2010,WD,Normal,
1597,78,15600,Pave,NA,AllPub,Inside,Crawfor,Norm,Norm,Duplex,2Story,5,6,1950,Gable,CompShg,VinylSd,430,TA,Gd,CBlock,TA,TA,1032,GasA,1102,1075,0,2177,2,5,2,TA,11,Typ,0,Detchd,484,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,
1598,85,19645,Pave,NA,AllPub,FR2,Crawfor,Norm,Norm,1Fam,SLvl,7,6,1994,Gable,CompShg,VinylSd,44,TA,TA,PConc,Gd,TA,423,GasA,896,756,0,1652,2,3,1,Gd,6,Typ,0,BuiltIn,473,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,
1599,35,3907,Pave,NA,AllPub,Inside,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,Gable,CompShg,HdBoard,0,Gd,TA,CBlock,Gd,TA,982,GasA,1034,0,0,1034,1,1,1,Gd,4,Typ,1,Attchd,598,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,
1600,35,3907,Pave,NA,AllPub,Inside,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1989,Gable,CompShg,HdBoard,0,Gd,TA,CBlock,Gd,TA,1191,GasA,1191,0,0,1191,2,2,1,Gd,5,Typ,1,Attchd,531,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,
1601,58,8154,Pave,NA,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,2,5,1941,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,480,GasA,540,0,0,540,1,1,1,TA,4,Typ,0,Detchd,200,Fa,N,0,NA,NA,NA,0,4,2010,ConLw,Normal,
1602,50,9140,Pave,NA,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1921,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,629,GasA,727,380,0,1107,1,2,1,TA,5,Typ,0,Detchd,625,TA,Y,0,NA,MnPrv,NA,0,4,2010,COD,Normal,
1603,66,8712,Grvl,NA,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,Hip,CompShg,Wd Sdng,0,Fa,Fa,CBlock,TA,TA,756,GasA,952,0,0,952,1,3,1,TA,5,Typ,0,Detchd,330,TA,N,0,NA,NA,NA,0,6,2010,WD,Alloca,
1604,44,3811,Pave,NA,AllPub,Corner,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,2004,Hip,CompShg,CemntBd,186,Gd,TA,PConc,Ex,TA,1594,GasA,1646,0,0,1646,2,2,1,Gd,5,Typ,1,Attchd,525,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1605,85,11050,Pave,NA,AllPub,Inside,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1049,GasA,1036,880,0,1916,2,3,1,Gd,8,Typ,1,Attchd,741,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,
1606,74,9620,Pave,NA,AllPub,Inside,Mitchel,Norm,Norm,1Fam,SLvl,6,7,1977,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,1243,GasA,1285,0,0,1285,2,3,1,Gd,6,Typ,1,Attchd,473,TA,Y,0,NA,GdPrv,Shed,80,5,2010,WD,Normal,
1607,NA,12760,Pave,NA,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,1958,GasA,2048,0,0,2048,3,5,2,TA,9,Typ,0,2Types,776,TA,Y,0,NA,NA,NA,0,3,2010,ConLD,Normal,
